TARGET;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;ORGANIZATION_TYPE;REGION_RATING_CLIENT;OCCUPATION_TYPE;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ENTRANCES_AVG;LANDAREA_AVG
0;Cash loans;F;Y;0;225000;1226511;Commercial associate;Higher education;Separated;House / apartment;Business Entity Type 3;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;225000;270000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;545040;State servant;Secondary / secondary special;Married;House / apartment;Medicine;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;126000;647046;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;3;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;2;76500;215640;Working;Secondary / secondary special;Married;House / apartment;Services;2;Realty agents;0.1495;0.0663;0.83;0.053900000000000003;0.069;0.0386
0;Cash loans;F;Y;0;135000;835380;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;1;NA;0.0771;0.0767;NA;NA;0.1293;0
1;Cash loans;M;Y;1;135000;225000;Commercial associate;Incomplete higher;Married;House / apartment;Industry: type 1;2;Managers;0.2216;0.1114;0.728;NA;0.2069;0.168
0;Cash loans;F;Y;1;202500;370629;Commercial associate;Higher education;Civil marriage;House / apartment;Business Entity Type 3;2;HR staff;0.1113;0.0767;0.8164;0.0696;0.1034;0.047
0;Cash loans;F;Y;0;103500;579195;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;135000;135000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;High skill tech staff;0.056;0.0503;0.7416;0.0085;0.0917;0.0137
0;Cash loans;F;Y;0;225000;832500;Pensioner;Higher education;Separated;House / apartment;XNA;2;NA;0.0825;0.0545;NA;NA;0.069;0.0236
0;Cash loans;F;Y;1;360000;1665000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;NA;0.1031;0.1018;0.7959999999999999;0.011;0.2069;0.0907
0;Cash loans;F;Y;0;108000;508495.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;0.0619;0.0566;0.7212;0.0195;0.1379;0.0275
0;Cash loans;F;Y;0;270000;654498;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Managers;0.0825;0.0976;0.966;0.0165;0.1379;0.0671
0;Cash loans;M;N;0;225000;900000;Working;Secondary / secondary special;Married;House / apartment;Industry: type 9;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;67500;267102;Working;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;443700;931500;Working;Higher education;Married;House / apartment;Transport: type 4;1;Managers;0.3203;0.13699999999999998;0.7756;0.1951;0.1838;0.0013
0;Revolving loans;F;Y;0;202500;540000;Commercial associate;Secondary / secondary special;Married;House / apartment;Transport: type 4;1;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;135000;675000;Commercial associate;Higher education;Civil marriage;House / apartment;Construction;3;NA;0.0619;0.0709;NA;NA;0.1034;0.0369
0;Cash loans;M;N;1;180000;688500;State servant;Secondary / secondary special;Married;Office apartment;Military;3;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;1078200;State servant;Higher education;Married;House / apartment;University;2;IT staff;0.066;NA;NA;NA;0.1379;NA
0;Cash loans;F;Y;0;157500;807984;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;72000;1078200;Working;Secondary / secondary special;Married;House / apartment;Medicine;3;Laborers;0.0938;0.1036;0.7892;0.0093;0.1379;0.0867
0;Cash loans;M;Y;2;157500;229230;Working;Higher education;Married;Co-op apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;728460;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;3;Accountants;0.1629;NA;NA;NA;0.1379;NA
0;Cash loans;F;Y;1;157500;612000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;176400;1800000;Commercial associate;Higher education;Married;Rented apartment;Self-employed;2;Sales staff;0.2402;0.1542;0.9048;0.1697;0.2759;0.2256
0;Cash loans;M;N;0;244350;2925000;Working;Secondary / secondary special;Married;House / apartment;Electricity;2;Laborers;0.2062;0.0988;0.8572;0.0398;0.1724;NA
0;Revolving loans;F;N;0;76500;180000;Pensioner;Secondary / secondary special;Widow;Municipal apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;84150;135000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.2392;1;0.7756;0.3667;0.2069;0.1197
0;Cash loans;F;Y;0;157500;531265.5;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;High skill tech staff;0.0464;0.0588;0.8640000000000001;NA;0.1034;0.0857
0;Cash loans;F;N;0;94500;396171;Working;Higher education;Single / not married;House / apartment;Other;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;1078200;State servant;Secondary / secondary special;Widow;House / apartment;Kindergarten;2;Laborers;0.3753;0.18;0.83;0.0811;0.3103;0.2035
0;Cash loans;F;Y;0;67500;215640;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;0.1072;0.1221;0.8572;0.0198;0.1838;0.0569
0;Cash loans;F;Y;0;117000;835380;Working;Secondary / secondary special;Married;Rented apartment;Electricity;2;Laborers;0.0742;0.0425;0.7959999999999999;0.0435;0.069;0.0543
0;Cash loans;F;Y;0;202500;1546020;State servant;Secondary / secondary special;Married;House / apartment;Medicine;2;Medicine staff;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;112500;1288350;Working;Secondary / secondary special;Married;House / apartment;Security;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;112500;900000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;0;135000;180000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Laborers;0.0619;0.0585;0.66;0.0065;0.1034;0.0973
0;Cash loans;M;N;0;225000;545040;Commercial associate;Higher education;Married;House / apartment;Agriculture;1;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;67500;81504;Working;Secondary / secondary special;Separated;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;180000;1494324;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;1;NA;0.3;0.2725;0.7552;0.1817;0.2069;0
0;Cash loans;M;Y;1;270000;675000;Working;Secondary / secondary special;Married;House / apartment;Industry: type 7;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;270000;733500;Working;Secondary / secondary special;Married;House / apartment;Transport: type 4;2;Managers;0.101;NA;NA;NA;0.0345;NA
0;Cash loans;F;Y;0;211500;450000;Commercial associate;Higher education;Married;House / apartment;Government;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;568197;Working;Secondary / secondary special;Married;House / apartment;Other;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;521280;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;Business Entity Type 3;1;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;180000;755190;Working;Higher education;Married;House / apartment;Industry: type 11;2;Laborers;0.0928;0;0.6940000000000001;0.0343;0.2069;0.0168
0;Cash loans;F;Y;0;157500;298512;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;0.0732;0.0333;0.7076;0.0191;0.1379;0.0593
0;Cash loans;F;Y;1;112500;229500;State servant;Higher education;Single / not married;House / apartment;Government;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;162000;1971072;State servant;Higher education;Married;House / apartment;Government;2;Laborers;0.0825;0.02;0.6396;0.0394;0.1379;0.0712
1;Cash loans;F;Y;1;292500;846387;Working;Secondary / secondary special;Civil marriage;House / apartment;Trade: type 3;1;Core staff;0.0825;0.08199999999999999;0.6804;0.036;0.1379;0.0829
0;Cash loans;F;Y;0;157500;835380;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;NA;0.0928;0.0801;0.728;0.0379;0.2069;0.0617
0;Cash loans;F;Y;0;247500;942300;Working;Higher education;Married;House / apartment;Kindergarten;1;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;180000;450000;Working;Incomplete higher;Single / not married;House / apartment;Postal;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;90000;270000;Commercial associate;Secondary / secondary special;Widow;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;67500;807984;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;3;Sales staff;0.0711;0.0551;0.83;0.0199;0.069;0.0686
0;Cash loans;M;N;0;135000;517788;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.2206;0;0.8436;0.061;0.2069;0.0719
1;Cash loans;F;Y;0;103500;192514.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.1856;0.1336;0.762;0.07;0.1724;0.1122
0;Cash loans;F;Y;0;225000;900000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;545040;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Sales staff;0.132;0.1939;0.8164;0.0334;0.3103;0.0366
0;Cash loans;F;Y;0;67500;495000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;675000;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;162000;900000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Drivers;0.0619;0.0594;0.6532;0.0078;0.1034;0.0531
0;Cash loans;F;Y;3;135000;161730;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;54000;123637.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;0.0124;0;NA;NA;0.069;0.02
0;Cash loans;F;Y;0;202500;835380;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;1;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;225000;1006920;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;2;NA;0.0289;0.0307;0.7484;0.0057;0.069;0.0259
0;Cash loans;M;Y;3;180000;701721;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;65250;375322.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;203760;Working;Secondary / secondary special;Single / not married;House / apartment;Kindergarten;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;2;171000;447768;Working;Secondary / secondary special;Single / not married;Municipal apartment;Housing;2;Laborers;0.1742;0.1076;0.7076;0.026;0.069;0.0811
0;Cash loans;M;N;0;315000;1305000;Commercial associate;Secondary / secondary special;Married;House / apartment;Transport: type 4;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;202500;1345500;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Drivers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;2;112500;970380;Working;Secondary / secondary special;Married;House / apartment;Industry: type 9;3;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;1;121500;188460;Working;Higher education;Civil marriage;House / apartment;Business Entity Type 3;3;NA;0.0041;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;175500;267322.5;Commercial associate;Secondary / secondary special;Single / not married;With parents;Business Entity Type 3;2;Low-skill Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;3;85500;284400;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;247500;1350000;Commercial associate;Higher education;Single / not married;House / apartment;Industry: type 9;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;675000;1724688;Working;Higher education;Married;House / apartment;Housing;2;NA;0.2969;0.2551;0.8164;0.0825;0.2759;0.1088
0;Cash loans;M;Y;0;67500;202500;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;2;81000;247500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;81000;508495.5;Working;Secondary / secondary special;Married;House / apartment;Security;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;135000;679500;Working;Secondary / secondary special;Married;With parents;Self-employed;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;112500;725328;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;0.132;0.2135;0.7688;0.0299;0.1379;0.0874
0;Cash loans;M;Y;0;135000;599116.5;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 3;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;76500;568908;Working;Secondary / secondary special;Married;Co-op apartment;Business Entity Type 3;2;HR staff;0.1149;0.1099;0.7552;NA;0.1379;NA
0;Cash loans;M;N;0;180000;751500;Commercial associate;Higher education;Single / not married;With parents;Business Entity Type 3;2;Sales staff;0.0247;0;0.6464;0.002;0.069;0.0202
0;Cash loans;F;Y;0;202500;790830;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Core staff;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;211500;943425;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;2;157500;1125000;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;2;Core staff;0.2227;0.1339;NA;NA;0.2069;0.1381
0;Cash loans;F;Y;0;360000;549000;Working;Incomplete higher;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;112500;135000;Working;Secondary / secondary special;Married;House / apartment;Medicine;2;Medicine staff;NA;NA;0.6804;NA;NA;NA
0;Cash loans;F;Y;0;157500;463500;Commercial associate;Higher education;Married;House / apartment;Industry: type 11;2;Laborers;0.0722;0.085;0.7144;0.0077;0.1379;0.0719
1;Cash loans;M;Y;0;180000;521280;Working;Secondary / secondary special;Married;House / apartment;Self-employed;1;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;180000;537669;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;677664;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Managers;0.4887;0.191;0.8640000000000001;0.1737;0.2069;0.0416
0;Cash loans;F;N;3;76500;326439;Working;Incomplete higher;Married;House / apartment;Business Entity Type 3;2;Sales staff;0.0619;0;0.83;0.0104;0.1379;0.0497
0;Cash loans;M;Y;0;157500;197820;Commercial associate;Incomplete higher;Single / not married;Rented apartment;Industry: type 1;2;Laborers;0.0082;0;0.6056;0.0016;0.069;0.0013
0;Cash loans;M;N;0;337500;1139877;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Security;1;Security staff;0.2835;0.1196;0.7892;0.0588;0.1983;0
0;Revolving loans;F;Y;1;112500;180000;Commercial associate;Higher education;Married;House / apartment;Housing;2;NA;0.0186;NA;0.7484;0.0019;0.069;NA
0;Cash loans;F;Y;0;99000;528633;Commercial associate;Higher education;Widow;House / apartment;Business Entity Type 3;2;Sales staff;0.0082;0;0.61240000000000006;0.001;0.0345;NA
0;Cash loans;F;Y;2;112500;1535715;Commercial associate;Higher education;Married;House / apartment;Government;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;1024636.5;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;171000;358213.5;Working;Secondary / secondary special;Widow;House / apartment;Trade: type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;157500;900000;Working;Higher education;Married;House / apartment;Government;2;Core staff;0.1309;NA;NA;NA;0.2759;NA
0;Cash loans;F;Y;0;135000;254700;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;135000;403249.5;Commercial associate;Secondary / secondary special;Civil marriage;Municipal apartment;Transport: type 4;3;Cooking staff;0.1299;0.0436;NA;NA;0.1724;0.0097
0;Revolving loans;F;Y;0;157500;270000;Working;Higher education;Single / not married;House / apartment;Restaurant;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;81000;101880;Working;Secondary / secondary special;Married;House / apartment;Industry: type 9;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;314100;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Industry: type 9;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;225000;315000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;573628.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.4454;0;0.9932;0.1313;0.1724;0.1346
0;Cash loans;M;Y;1;225000;1251000;Working;Higher education;Married;House / apartment;Other;3;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;405000;450000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;112500;760225.5;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;0.1227;0.0964;0.6940000000000001;0.0126;0.2069;0.0814
0;Cash loans;F;Y;0;76500;284400;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;0.132;0.162;0.66;0.0626;0.2759;0.0071
0;Cash loans;M;Y;0;360000;1345500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Managers;0.0619;NA;0.7552;NA;0.1379;NA
0;Cash loans;F;Y;0;378000;1800000;State servant;Higher education;Single / not married;House / apartment;Medicine;1;Medicine staff;0.2193;0.1411;0.7212;6,00E-04;0.1983;0
0;Cash loans;F;Y;0;112500;1066320;Commercial associate;Secondary / secondary special;Widow;House / apartment;Self-employed;2;Sales staff;0.0948;0.1085;0.8640000000000001;0.0153;0.1724;0.0552
0;Cash loans;F;Y;1;135000;518562;Working;Secondary / secondary special;Married;House / apartment;Medicine;2;Accountants;0.1031;0.1157;0.6872;0.0126;0.2069;0.0619
0;Cash loans;F;Y;2;180000;808650;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;254700;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.532;0.2074;0.8232;0.2273;0.4483;0
0;Cash loans;F;Y;0;90000;86346;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0289;NA;NA;NA;0.1034;0.0935
